,you_you,you_the,you_it,you_that,you_a,you_what,you_do,you_to,you_in,you_this,you_on,you_go,you_your,you_see,you_put,you_like,you_get,you_have,you_wanna,you_up,you_with,you_for,you_me,you_mommy,you_at,you_some,you_be,you_play,you_make,you_eat,you_take,you_them,you_him,you_sit,you_read,you_infname,you_.,the_the,the_that,the_is,the_and,the_to,the_in,the_on,the_go,the_of,the_with,the_say,the_one,the_.,it_you,it_the,it_it,it_a,it_to,it_in,it_there,it_on,it_here,it_your,it_like,it_be,it_.,that_you,that_the,that_that,that_a,that_like,that_good,that_.,a_and,a_in,a_on,a_of,a_for,a_one,a_bit,a_.,what_you,what_the,what_it,what_that,what_is,what_do,what_this,what_we,what_he,what_of,what_they,what_.,i_you,i_the,i_it,i_that,i_a,i_i,i_to,i_this,i_your,i_see,i_gonna,i_think,i_not,i_know,i_.,is_the,is_a,is_.,do_the,do_do,do_see,do_like,do_have,do_wanna,do_think,do_want,do_know,do_remember,do_.,and_you,and_the,and_it,and_a,and_is,and_and,and_.,to_you,to_the,to_it,to_that,to_a,to_to,to_in,to_on,to_with,to_.,in_box,in_mouth,in_.,there_is,there_go,there_.,this_the,this_a,this_.,we_the,we_it,we_a,we_do,we_to,we_go,we_put,we_have,we_.,on_floor,on_.,go_the,go_a,go_and,go_there,go_.,here_go,here_.,your_on,your_.,can_the,can_it,can_that,can_put,can_say,can_.,he_the,he_a,he_to,he_.,are_do,are_gonna,are_.,no_no,no_don't,no_not,no_.,see_.,don't_the,don't_it,don't_that,don't_.,look_the,look_that,look_a,look_this,look_.,put_in,put_on,put_back,like_.,gonna_you,gonna_the,gonna_it,gonna_a,gonna_.,of_.,did_do,did_go,did_see,did_.,where_you,where_the,where_go,where_.,get_.,have_.,wanna_the,wanna_it,wanna_a,wanna_with,wanna_.,up_the,up_.,with_.,for_.,they_.,me_you,me_.,mommy_.,good_.,think_.,at_.,say_.,she_.,little_.,not_.,all_.,some_.,does_.,how_you,how_.,was_.,out_the,out_.,who_.,be_.,so_can,so_.,am_.,down_.,baby_.,my_.,play_the,play_.,make_.,back_the,back_.,eat_.,his_.,over_.,too_.,her_.,about_.,big_.,daddy_.,if_can,them_.,more_.,him_.,would_like,why_you,those_.,an_.,these_.,sit_.,other_.,give_a,nice_.,read_book,another_.,bye_.,help_.,hi_.,open_.,hold_.,wait_minute,pretty_.,red_.,any_.,blue_.,love_.,new_.,infname_you,infname_the,infname_.,oh_you,oh_a,oh_.,okay_.,yeah_.,one_.,right_.,let_the,let_it,let_see,let_.,come_here,come_.,want_to,want_.,know_that,know_.,just_.,got_.,very_.,or_.,two_.,tell_what,mm_.,em_.,._you,._the,._it,._that,._a,._what,._i,._is,._do,._and,._to,._in,._there,._this,._we,._on,._go,._here,._your,._can,._he,._are,._no,._see,._don't,._look,._put,._like,._gonna,._of,._did,._where,._get,._have,._wanna,._up,._for,._they,._me,._mommy,._good,._think,._at,._say,._she,._little,._not,._now,._all,._some,._does,._how,._was,._out,._who,._be,._so,._am,._down,._baby,._my,._play,._make,._eat,._his,._over,._her,._about,._big,._take,._daddy,._if,._more,._him,._would,._then,._why,._those,._have_to,._an,._sit,._need,._thank_you,._boy,._try,._give,._nice,._were,._could,._another,._bye,._will,._gotta,._love,._infname,._oh,._okay,._yeah,._one,._right,._let,._come,._want,._know,._just,._well,._hm,._got,._very,._two,._else,._has,._should,._honey,._turn,._said,._kind,._color,._had,._happen,._many,._.,OTHER,word
167,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,23,0,142,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1,0,0,4,0,4,6,0,0,368,0,5,3,16,1,2,0,0,0,13,0,0,6,13,0,0,5,0,0,9,0,0,0,0,32,0,12,0,0,7,0,2,14,0,14,1,9,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,81,0,0,0,0,0,7,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1538,home
168,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8,10,3,10,6,14,0,3,7,0,384,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,5,5,3,0,0,1,0,168,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,4,3,1,0,1,5,5,0,0,9,0,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,0,1,0,0,0,2,1,2,2,9,0,0,0,0,0,0,1,1,0,0,2,5,11,0,1,8,0,4,0,0,0,0,0,1,0,0,0,0,0,2,2,0,3,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,53,1,2,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,1411,bunny
169,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,11,5,5,24,3,7,0,2,0,1,134,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,19,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,146,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,14,0,2,0,0,0,109,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,10,10,0,0,0,14,9,0,0,5,0,11,4,0,185,0,0,0,1,0,0,0,2,0,0,0,0,3,9,0,1,1,0,0,3,19,0,0,15,3,0,0,0,0,85,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,1,0,0,6,1,0,1,0,2,0,0,0,0,0,0,0,0,0,45,0,0,4,4,0,16,0,0,1,0,1,0,0,3,0,1,0,3,0,16,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144,1267,milk
170,2,1,1,0,1,0,0,10,11,0,18,0,0,0,0,10,0,0,0,11,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,6,29,4,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,1,0,1,1,10,11,3,56,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,9,0,3,0,0,1,0,6,0,0,1,2,3,0,0,0,0,33,0,4,6,39,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,18,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,30,0,0,0,10,22,0,0,0,2,0,1,3,5,8,2,0,1,5,0,0,3,0,4,1,0,0,0,9,0,4,1,0,0,0,0,0,0,1,0,0,1,2,0,2,0,2,1,6,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,8,0,1,3,0,0,0,1,0,2,0,0,4,1,0,1,0,0,8,10,0,3,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1644,walk
171,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,20,1,2,1,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,94,1,2,3,0,0,0,1,0,0,0,0,4,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2204,by
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,38,12,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,122,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2253,new
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,14,14,64,11,23,1,2,4,0,226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,4,0,0,1,2,30,18,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,29,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0,0,1,0,0,2,4,0,0,3,5,9,0,0,0,18,0,0,0,21,48,31,0,41,0,3,0,11,3,0,0,0,0,0,4,0,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,1539,animal
174,1,99,104,17,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,10,0,0,0,0,1,1,0,56,0,2,2,0,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,19,0,0,0,0,2,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,30,0,16,25,8,1,3,2,0,0,6,0,0,0,0,0,0,0,0,1,14,21,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,16,21,0,0,0,2,2,0,0,1,0,0,9,0,0,0,1,0,5,5,6,0,0,1,0,0,2,0,0,0,0,1,31,30,0,0,1,0,0,0,0,0,0,0,0,6,1,17,28,0,0,1,0,7,0,0,7,0,0,0,1,0,0,3,0,0,0,7,0,4,2,0,18,0,0,0,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0,0,0,0,0,8,0,0,0,0,0,1,4,0,15,16,0,0,0,1,0,0,0,0,3,0,9,2,0,0,0,3,1,162,122,19,1,4,0,0,0,1,3,0,0,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1000,close
175,1,0,0,0,1,0,0,0,17,0,13,0,0,0,0,1,0,0,0,1,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,1,1,4,37,15,13,387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,9,0,1,0,73,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,1,8,45,0,1,0,9,0,0,0,37,0,14,5,5,0,0,0,12,0,0,10,7,0,0,2,1,31,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1354,sleep
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2407,our
177,2,45,68,28,9,0,1,6,3,8,1,0,27,0,0,0,0,0,0,1,1,2,45,3,0,3,0,0,0,0,0,10,8,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,32,1,8,0,0,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,43,0,0,0,0,17,20,16,7,7,11,3,3,0,7,0,0,0,0,0,0,0,0,0,17,8,2,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,9,13,6,0,0,0,9,2,4,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,33,21,22,10,7,0,0,0,0,0,0,0,0,0,0,0,13,19,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,0,0,0,1,0,1,0,10,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,79,161,19,4,1,0,0,0,0,0,0,0,6,0,3,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,8,0,3,0,0,0,1,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1231,bring
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,0,1,0,0,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,1,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,0,1,0,4,14,13,27,251,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,30,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,1,0,326,3,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,2,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1369,school
179,0,31,94,18,4,0,0,0,0,10,14,0,18,0,0,1,0,0,0,6,0,0,1,1,1,0,0,0,0,0,0,14,3,0,0,2,19,2,0,0,0,0,0,1,0,0,0,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,1,0,0,0,4,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,14,1,0,2,33,3,10,18,4,1,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,12,14,7,0,0,5,9,3,0,1,0,0,0,0,0,0,5,0,18,58,25,22,0,0,0,0,0,0,0,0,0,6,15,13,0,4,0,0,0,0,0,0,0,0,0,2,0,13,11,1,0,3,0,0,0,1,0,0,1,0,1,0,0,2,0,0,4,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,1,10,10,0,3,0,1,0,0,0,0,2,0,0,1,0,0,0,0,4,65,196,17,1,2,0,0,0,0,1,0,0,17,0,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,2,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1119,pull
